<< TIME INTERVAL CHECK >>
date,missed_intervals,id
14/09/2022,02:35,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,02:55,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,03:50,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,04:35,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,05:30,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,05:55,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,07:50,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,08:10,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,08:20,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,15:05,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,15:20,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,15:25,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,17:00,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,21:10,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,22:25,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,23:35,6d3ec8234dfc422da19a702fd084ee1c
<< MISSING VALUES CHECK >>
date,time,volume,id
14/09/2022,00:00,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,00:30,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,00:40,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,02:40,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,03:45,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,04:15,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,06:00,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,06:45,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,07:15,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,07:25,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,09:40,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,14:45,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,15:00,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,15:45,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,16:20,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,16:45,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,16:55,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,18:50,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,18:55,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,20:45,0.0,6d3ec8234dfc422da19a702fd084ee1c
14/09/2022,22:55,0.0,6d3ec8234dfc422da19a702fd084ee1c
<< START AND END TIMES ARE VALID >>
<< TIME COLUMN VALUES HAVE VALID FORMAT >>
